Cell Reference,nCube ID,nCube Name,N of Variables,Variable 1,Cat 1 Seq,Category 1,Variable 2,Cat 2 Seq,Category 2,Variable 3,Cat 3 Seq,Category 3, Variable 4,Cat 4 Seq,Category 4
OCC_RAW1841:male/u19/1255,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1255,Gauze-manufacture,,,
OCC_RAW1841:male/u19/126,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,126,Banker,,,
OCC_RAW1841:male/u19/1269,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1269,Gimp-spinner and Weaver,,,
OCC_RAW1841:male/u19/1275,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1275,Ginger-beer, Soda and Mineral-water-maker,,,
OCC_RAW1841:male/u19/1284,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1284,Girth-web-maker and Weaver,,,
OCC_RAW1841:male/u19/1285,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1285,Glass (Plate) maker,,,
OCC_RAW1841:male/u19/1289,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1289,Glass and Emery-paper-maker,,,
OCC_RAW1841:male/u19/129,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,129,Bark-dealer,,,
OCC_RAW1841:male/u19/1291,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1291,Glass and Glass Bottle-manufacture (all branches),,,
OCC_RAW1841:male/u19/1309,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1309,Glass-merchant,,,
OCC_RAW1841:male/u19/1310,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1310,Glass-painter and Stainer,,,
OCC_RAW1841:male/u19/1315,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1315,Globe-maker,,,
OCC_RAW1841:male/u19/1317,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1317,Glove (Silk) Manufacture (all branches),,,
OCC_RAW1841:male/u19/1319,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1319,Glove-maker and Glover,,,
OCC_RAW1841:male/u19/132,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,132,Barometer and Thermometer-maker,,,
OCC_RAW1841:male/u19/1326,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1326,Glue and Size-maker and Dealer,,,
OCC_RAW1841:male/u19/1333,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1333,Gold Beater's skin-maker,,,
OCC_RAW1841:male/u19/1336,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1336,Gold-beater,,,
OCC_RAW1841:male/u19/1337,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1337,Gold-lace-maker,,,
OCC_RAW1841:male/u19/1342,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1342,Golf-ball-maker,,,
OCC_RAW1841:male/u19/1343,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1343,Golf-club-maker,,,
OCC_RAW1841:male/u19/1346,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1346,Government Civil Service, All other Departments,,,
OCC_RAW1841:male/u19/1347,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1347,Government Civil Service, Customs and Excise,,,
OCC_RAW1841:male/u19/1349,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1349,Government Civil Service, Post-office,,,
OCC_RAW1841:male/u19/1350,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1350,Government Civil Service, Stamps and Taxes,,,
OCC_RAW1841:male/u19/1357,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1357,Grate, Range, and Stove-maker,,,
OCC_RAW1841:male/u19/1361,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1361,Grease-maker and Dealer,,,
OCC_RAW1841:male/u19/1367,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1367,Green-grocer and Fruiterer,,,
OCC_RAW1841:male/u19/1369,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1369,Grinder,,,
OCC_RAW1841:male/u19/137,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,137,Barrister, Advocate, and Conveyancer,,,
OCC_RAW1841:male/u19/1371,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1371,Grindery-dealer,,,
OCC_RAW1841:male/u19/1375,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1375,Grocer and Tea-dealer,,,
OCC_RAW1841:male/u19/1376,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1376,Groom and Hostler,,,
OCC_RAW1841:male/u19/1377,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1377,Guard-chain-maker,,,
OCC_RAW1841:male/u19/1380,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1380,Gun (Air) Maker,,,
OCC_RAW1841:male/u19/1383,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1383,Gun Flint-maker,,,
OCC_RAW1841:male/u19/1384,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1384,Gun Implement-maker,,,
OCC_RAW1841:male/u19/1386,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1386,Gun Powder-maker,,,
OCC_RAW1841:male/u19/1389,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1389,Gun-barrel-maker,,,
OCC_RAW1841:male/u19/139,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,139,Basket-maker,,,
OCC_RAW1841:male/u19/1394,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1394,Gun-maker and Gun-smith,,,
OCC_RAW1841:male/u19/1402,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1402,Haberdasher and Hosier,,,
OCC_RAW1841:male/u19/1404,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1404,Hackle-maker,,,
OCC_RAW1841:male/u19/1408,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1408,Haft and Scale-maker and Turner,,,
OCC_RAW1841:male/u19/1411,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1411,Hair (Artist in),,,
OCC_RAW1841:male/u19/1415,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1415,Hair Dealer and Merchant,,,
OCC_RAW1841:male/u19/1421,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1421,Hair-dresser and Barber,,,
OCC_RAW1841:male/u19/1423,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1423,Hair-manufacturer (all branches),,,
OCC_RAW1841:male/u19/143,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,143,Bath-keeper and Attendant,,,
OCC_RAW1841:male/u19/144,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,144,Bath-maker,,,
OCC_RAW1841:male/u19/1440,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1440,Harbour and Quay-master,,,
OCC_RAW1841:male/u19/1445,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1445,Hardware-man and Dealer,,,
OCC_RAW1841:male/u19/1448,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1448,Hat and Band box-maker,,,
OCC_RAW1841:male/u19/145,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,145,Bat-maker,,,
OCC_RAW1841:male/u19/1450,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1450,Hat-block-maker,,,
OCC_RAW1841:male/u19/1461,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1461,Hatter and Hat-manufacturer (all branches),,,
OCC_RAW1841:male/u19/1467,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1467,Hawker, Huckster, and Pedlar,,,
OCC_RAW1841:male/u19/1469,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1469,Hay and Straw-dealer,,,
OCC_RAW1841:male/u19/147,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,147,Bayonet-forger and Maker,,,
OCC_RAW1841:male/u19/1474,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1474,Heald-maker,,,
OCC_RAW1841:male/u19/1479,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1479,Hemp dealer and Merchant,,,
OCC_RAW1841:male/u19/149,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,149,Bazaar-Keeper,,,
OCC_RAW1841:male/u19/1490,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1490,Hemp-manufacture (all branches),,,
OCC_RAW1841:male/u19/1493,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1493,Herb Distiller,,,
OCC_RAW1841:male/u19/1494,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1494,Herbalist,,,
OCC_RAW1841:male/u19/1496,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1496,Hinge-maker,,,
OCC_RAW1841:male/u19/1502,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1502,Hook and Eye-maker,,,
OCC_RAW1841:male/u19/1507,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1507,Hoop-maker,,,
OCC_RAW1841:male/u19/151,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,151,Bead-maker,,,
OCC_RAW1841:male/u19/1516,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1516,Hop-dealer and Merchant,,,
OCC_RAW1841:male/u19/1528,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1528,Horn-turner and Worker,,,
OCC_RAW1841:male/u19/153,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,153,Bed and Mattress-maker,,,
OCC_RAW1841:male/u19/1536,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1536,Horse-dealer and Trainer,,,
OCC_RAW1841:male/u19/1544,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1544,Hose (Stocking) manufacture (all branches),,,
OCC_RAW1841:male/u19/1553,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1553,Hot-presser,,,
OCC_RAW1841:male/u19/1558,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1558,Ice-dealer,,,
OCC_RAW1841:male/u19/1563,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1563,India-rubber and Mackintosh-manufacture,,,
OCC_RAW1841:male/u19/1566,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1566,India-rubber-merchant,,,
OCC_RAW1841:male/u19/1568,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1568,Indigo-broker and Merchant,,,
OCC_RAW1841:male/u19/157,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,157,Bedstead-maker,,,
OCC_RAW1841:male/u19/1575,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1575,Ink-maker,,,
OCC_RAW1841:male/u19/1576,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1576,Ink-stand-maker,,,
OCC_RAW1841:male/u19/1578,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1578,Instrument Case-maker,,,
OCC_RAW1841:male/u19/1579,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1579,Instrument-maker,,,
OCC_RAW1841:male/u19/158,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,158,Bee-dealer,,,
OCC_RAW1841:male/u19/1582,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1582,Insurance-agent and Broker,,,
OCC_RAW1841:male/u19/1584,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1584,Iron Agent,,,
OCC_RAW1841:male/u19/1586,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1586,Iron Box-maker,,,
OCC_RAW1841:male/u19/159,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,159,Beehive-maker,,,
OCC_RAW1841:male/u19/1590,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1590,Iron Manufacture (all branches),,,
OCC_RAW1841:male/u19/1592,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1592,Iron Master,,,
OCC_RAW1841:male/u19/1595,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1595,Iron Monger, Saddler's,,,
OCC_RAW1841:male/u19/16,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,16,Agricultural Implement-maker,,,
OCC_RAW1841:male/u19/1602,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1602,Iron-dealer and Merchant,,,
OCC_RAW1841:male/u19/1604,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1604,Ironmonger,,,
OCC_RAW1841:male/u19/1608,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1608,Isinglass-maker,,,
